family_id,earliest_publication_date,distinct_publication_numbers,distinct_country_codes,distinct_cpc_codes,distinct_ipc_codes,citing_families,cited_families
52266325,2015-01-14,CN-204097882-U,CN,"","E01D21/00,E01D22/00","",""
52267020,2015-01-14,CN-204098582-U,CN,"",E04H6/42,"",""
52267708,2015-01-14,CN-204099276-U,CN,"","F04D29/28,F04D29/30,F04D29/42","",""
52267744,2015-01-14,CN-204099312-U,CN,"",F15B11/17,"",""
52268900,2015-01-14,CN-204100480-U,CN,"",F24F11/00,"",""
52269238,2015-01-14,CN-204100818-U,CN,"",F27D3/00,"",""
52269862,2015-01-14,CN-204101443-U,CN,"",G01N21/09,"",""
52271914,2015-01-14,CN-204103513-U,CN,H04M1/724092,"H02J50/00,H02J7/00,H04M1/02","",""
52272549,2015-01-14,CN-204104155-U,CN,"",H05B3/56,"",""
52272624,2015-01-14,CN-204104231-U,CN,"","H05K5/00,H05K5/02","",""
52273942,2015-01-29,US-2015032992-A1,US,"G06F21/85,G06F9/3004,G06F9/3885","G06F9/30,G06F9/38","",""
52277296,2015-01-15,US-2015017338-A1,US,"B05B15/1296,B05B16/40,B05B16/60,B05B16/80,B05D1/02,B05D5/00,B05D7/14,B60R13/01,E04H1/1205,E04H15/20,E04H2015/201,E04H5/02","B05B15/12,B05D1/02,B05D7/14","",""
52277708,2015-01-15,US-2015018879-A1,US,"A61B17/0401,A61B17/0487,A61B2017/00367,A61B2017/0053,A61B2017/0409,A61B2017/0416,A61B2017/0464,A61B2017/0488,A61F2/2409,A61F2/2412,A61F2/2448,A61F2220/0008",A61B17/04,"",""
52280037,2015-01-15,WO-2015005359-A1,WO,"A61M2037/0023,A61M2037/003,A61M37/0015,A61M5/3286,A61M5/3293,A61M5/3298,A61M5/345",A61M37/00,"",""
52283127,2015-01-16,ES-1135431-U,ES,"",A61G17/007,"",""
52294950,2015-01-05,JP-2015000015-A,JP,"",C12P13/00,"",""
52295406,2015-01-05,JP-2015000608-A,JP,"",B60R16/02,"",""
52295835,2015-01-05,JP-2015001153-A,JP,Y02E50/10,F01D25/36,"",""
52296454,2015-01-05,JP-2015002019-A,JP,"","H01M4/08,H01M6/02,H01M6/16","",""
52296658,2015-01-05,JP-2015002338-A,JP,"",H01L21/60,"",""
52299525,2015-01-08,JP-2015003162-A,JP,"",A63F7/02,"",""
52299799,2015-01-08,JP-2015003505-A,JP,"","B41L13/04,B41L13/16","",""
52301303,2015-01-16,TW-201503253-A,TW,"",H01L21/304,"",""
52301398,2015-01-08,JP-2015005825-A,JP,"","B60R16/023,H04L12/28,H04L12/46","",""
52305118,2015-01-19,JP-2015012234-A,JP,"","H01F17/00,H01F17/04,H01F41/04,H01F5/00","",""
52306449,2015-01-21,CN-104286280-A,CN,"","A23F3/16,A23L2/02,A23L33/00","",""
52306562,2015-01-21,CN-104286392-A,CN,Y02P60/87,"A23K1/14,A23K1/18","",""
52306563,2015-01-21,CN-104286393-A,CN,"","A23K1/10,A23K1/14,A23K1/16,A23K1/18","",""
52307554,2015-01-21,CN-104287396-A,CN,"","A45C13/00,D03D11/00","",""
52310116,2015-01-21,CN-104290047-A,CN,B24D18/00,B24D18/00,"",""
52310363,2015-01-21,CN-104290298-A,CN,B29C45/76,"B29C45/03,B29C45/76","",""
52311793,2015-01-21,CN-104291800-A,CN,"","C04B35/18,C04B35/622,C04B35/634","",""
52312583,2015-01-21,CN-104292615-A,CN,"C08L2205/025,C08L2205/035,C08L23/16","C08K13/02,C08K3/06,C08K3/26,C08K5/47,C08L23/06,C08L23/12,C08L23/14,C08L23/16","",""
52313788,2015-01-21,CN-104293839-A,CN,"C12P19/14,C12P7/06,Y02E50/10","C12P19/14,C12P19/20,C12P7/06","",""
52313910,2015-01-21,CN-104293964-A,CN,"C12Q1/689,C12Q2600/166","C12N15/11,C12Q1/04,C12Q1/68","",""
52314251,2015-01-21,CN-104294308-A,CN,"C25B1/04,C25B15/08,C25B9/70,Y02E60/36","C25B1/04,C25B15/08,C25B9/18","",""
52317366,2015-01-21,CN-104297559-A,CN,"",G01R19/25,"",""
52317795,2015-01-21,CN-104298003-A,CN,"G02B6/0021,G02B6/0031,G02B6/0036,G02B6/0038,G02B6/0043,G02B6/0068,G02F1/133602,G02F1/133603",G02F1/13357,"",""
52319751,2015-01-21,CN-104300101-A,CN,"H01M50/403,H01M50/409,Y02E60/10",H01M2/16,"",""
52320748,2015-01-21,CN-104301169-A,CN,"",H04L12/26,"",""
52321343,2015-01-21,CN-104301815-A,CN,"",H04R1/02,"",""
52321401,2015-01-21,CN-104301879-A,CN,H04W4/16,H04W4/16,"",""
52321768,2015-01-21,CN-204104390-U,CN,"",A01G1/04,"",""
52321946,2015-01-21,CN-204104568-U,CN,"",A01K97/10,"",""
52321983,2015-01-21,CN-204104605-U,CN,"",A01M29/10,"",""
52323038,2015-01-21,CN-204105668-U,CN,"",A47H5/00,"",""
52323567,2015-01-21,CN-204106200-U,CN,"",A61B19/00,"",""
52323710,2015-01-21,CN-204106343-U,CN,"",A61F13/496,"",""
52325863,2015-01-21,CN-204108505-U,CN,"","B23K9/04,B23K9/12","",""
52326811,2015-01-21,CN-204109459-U,CN,"","B32B33/00,B32B5/16,B32B5/24,B32B7/12","",""
52327259,2015-01-21,CN-204109912-U,CN,"",B60R9/04,"",""
52328401,2015-01-21,CN-204111063-U,CN,"",B65H73/00,"",""
52332595,2015-01-21,CN-204115293-U,CN,"","F25B13/00,F25B29/00,F25B41/40","",""
52333107,2015-01-21,CN-204115808-U,CN,"",G01F22/00,"",""
52333558,2015-01-21,CN-204116261-U,CN,"",G01N27/00,"",""
52333672,2015-01-21,CN-204116375-U,CN,"",G01P3/44,"",""
52334723,2015-01-21,CN-204117433-U,CN,"",G09B23/04,"",""
52335175,2015-01-21,CN-204117887-U,CN,"",H01H9/26,"",""
52336371,2015-01-21,CN-204119095-U,CN,"","H02P6/00,H05K7/20","",""
52336630,2015-01-21,CN-204119355-U,CN,"","H04N5/268,H04N5/50,H04N7/20","",""
52338375,2015-01-15,JP-2015008330-A,JP,"",H01L33/32,"",""
52344687,2015-01-22,US-2015026673-A1,US,G06F8/61,G06F9/445,"",""
52359956,2015-01-28,CN-104304520-A,CN,"","A23F3/06,A23F3/14","",""
52360119,2015-01-28,CN-104304684-A,CN,"","A23K1/16,A23K1/18","",""
52360526,2015-01-28,CN-104305091-A,CN,"A23L27/00,A23L27/10,A23L33/00,A23V2002/00",A23L27/00,"",""
52360547,2015-01-28,CN-104305112-A,CN,A23L27/14,A23L27/14,"",""
52361141,2015-01-28,CN-104305708-A,CN,"","A46B5/00,A46B7/04","",""
52361837,2015-01-28,CN-104306428-A,CN,"A61K2236/15,A61K2236/333,A61K2236/39,A61K2236/51,A61K36/424",A61K36/424,"",""
52362214,2015-01-28,CN-104306805-A,CN,"A23V2002/00,A61K2236/331,A61K2236/333,A61K2236/39,A61K35/57,A61K35/586,A61K36/076,A61K36/258,A61K36/8968,A61K36/8994","A61K35/57,A61K35/586,A61K36/8994,A61P37/04","",""
52362783,2015-01-28,CN-104307390-A,CN,"","B01D69/12,B01D71/68","",""
52363197,2015-01-28,CN-104307808-A,CN,"B08B1/00,B08B13/00,B08B5/02,H02S40/00,Y02E10/50","B08B1/00,B08B3/04,B08B5/02,B08B7/04","",""
52363700,2015-01-28,CN-104308314-A,CN,"B23K1/012,B23K1/20,B23K2101/42,B23K31/125,H05K3/34","B23K1/008,B23K3/00,H05K3/34","",""
52364366,2015-01-28,CN-104308988-A,CN,B28B23/02,B28B23/02,"",""
52364693,2015-01-28,CN-104309318-A,CN,"",B41J3/407,"",""
52366083,2015-01-28,CN-104310731-A,CN,"C02F1/40,C02F11/00,C02F11/10,C02F11/127,C02F11/14","C02F1/40,C02F11/00,C02F11/10,C02F11/14","",""
52366124,2015-01-28,CN-104310772-A,CN,"C03B27/012,C03B27/03,C03B27/04,Y02P40/57","C03B27/012,C03B27/02","",""
52366127,2015-01-28,CN-104310776-A,CN,C03B33/02,C03B33/02,"",""
52367463,2015-01-28,CN-104312137-A,CN,"","C08K13/06,C08K3/08,C08K3/32,C08K3/36,C08K5/05,C08K5/21,C08K5/42,C08K9/02,C08K9/04,C08L1/02,C08L1/28,C08L33/00,C08L5/04,C08L75/04,C08L83/04,D06N3/14","",""
52369710,2015-01-28,CN-104314414-A,CN,"E05G1/10,E05G5/00",E05G1/00,"",""
52371287,2015-01-28,CN-104316021-A,CN,G01C1/02,G01C1/02,"",""
52371828,2015-01-28,CN-104316567-A,CN,"","G01N27/00,G01N27/26","",""
52371931,2015-01-28,CN-104316672-A,CN,"",G01N33/24,"",""
52372141,2015-01-28,CN-104316888-A,CN,"",G01R35/00,"",""
52372521,2015-01-28,CN-104317279-A,CN,"G05B19/4183,G05B19/4186,Y02P90/02",G05B19/418,"",""
52372887,2015-01-28,CN-104317652-A,CN,"",G06F9/48,"",""
52373194,2015-01-28,CN-104317962-A,CN,"","G06F17/30,G06F21/62","",""
52373364,2015-01-28,CN-104318133-A,CN,G06F21/125,G06F21/10,"",""
52373639,2015-01-28,CN-104318411-A,CN,G06Q10/087,G06Q10/08,"",""
52376106,2015-01-28,CN-104320964-A,CN,"","H05K13/04,H05K3/30,H05K3/34,H05K7/20","",""
52376277,2015-01-28,CN-204119874-U,CN,"",A01G9/02,"",""
52377431,2015-01-28,CN-204121036-U,CN,"",A61B6/00,"",""
52379434,2015-01-28,CN-204123045-U,CN,"",B23P19/02,"",""
52383401,2015-01-28,CN-204127042-U,CN,"",F15B21/02,"",""
52383872,2015-01-28,CN-204127516-U,CN,"",F16L19/02,"",""
52385092,2015-01-28,CN-204128747-U,CN,"",G01M3/04,"",""
52386137,2015-01-28,CN-204129802-U,CN,"","B60C23/02,B60C23/20,G07C5/08","",""
52387422,2015-01-28,CN-204131101-U,CN,"",H02H7/22,"",""
52388019,2015-01-28,CN-204131705-U,CN,"",H04R1/32,"",""
52388296,2015-01-28,HU-4490-U,HU,A41D13/05,"","",""
52389768,2015-01-29,US-2015028391-A1,US,"H01L21/30612,H01L21/8252,H01L27/0605,H01L27/0629,H01L29/0657,H01L29/205,H01L29/66219,H01L29/66431,H01L29/66462,H01L29/7783,H01L29/7786,H01L29/88","H01L21/306,H01L29/205,H01L29/66,H01L29/778,H01L29/88","",""
52394763,2015-01-21,CA-160249-S,CA,"","","",""
52436000,2015-01-22,JP-2015014082-A,JP,"",E02D31/02,"",""
52445992,2015-01-28,KR-200476095-Y1,KR,"B25B33/00,B63B17/00,B63B27/24,F16K31/44,F16K31/46,F16K31/60","B25B27/24,B63B17/00,B63B27/24,F16K31/60","",""
52475764,2015-01-07,KR-20150002320-A,KR,"A23V2400/11,C12N1/00,C12N1/02,C12N1/20,C12N9/10,C12P1/04,C12P19/00,C12P21/06,C12R2001/225,C12R2001/66,Y10S435/853","C12N1/20,C12P19/00,C12R1/225","",""
52477104,2015-01-14,KR-20150005197-A,KR,"A23L13/30,A23L13/70,A23L17/40,A23L19/01,A23L5/10,A23L7/109","A23L1/28,A23L13/30,A23L19/00,A23L7/109","",""
52477443,2015-01-15,KR-20150005889-A,KR,"A61B17/22,A61B90/00","A61B17/22,A61B19/00","",""
52482300,2015-01-28,KR-20150010476-A,KR,"B60L2200/18,B60L2250/16,B60L53/80,B60R2300/205,B60Y2200/143,B60Y2200/91,G02B27/01,Y02T10/70","B60L11/18,H02J7/00","",""
52569694,2015-01-19,KR-101483771-B1,KR,"A47B3/083,A47B3/10,A47B85/06,F24C15/36,F24C7/10","A47B1/03,A47B3/10,F24C15/36,F24C7/10","",""
52570195,2015-01-20,KR-20150007123-A,KR,"B08B1/20,B08B1/32,B08B3/02,B08B5/02,B60S3/008",B60S3/00,"",""
52589044,2015-01-15,KR-101482750-B1,KR,"H04R1/1016,H04R1/105,H04R5/0335",H04R1/10,"",""
52593215,2015-01-30,KR-200476125-Y1,KR,"B60L2200/26,B60L3/0092,B60M1/04,B60M1/13,B60M1/18,B60M1/28,B60Y2200/30,B60Y2200/91",B60M1/04,"",""
53278746,2015-01-10,RU-2013128946-A,RU,"",A41B1/00,"",""
53485690,2015-01-26,JP-1516182-S,JP,"","","",""
54073174,2015-01-29,US-2015031351-A1,US,"H04M2203/2038,H04M2203/655,H04M3/42042,H04M3/4878,H04M7/003,H04M7/0042,H04W8/22",H04W8/22,"",""
8039484,2015-01-15,DE-59807695-C5,DE,"A61F2/66,A61F2/74,A61F2/76,A61F2002/30433,A61F2002/5001,A61F2002/501,A61F2002/6657,A61F2002/6664,A61F2002/6671,A61F2220/0041","A61F2/00,A61F2/50,A61F2/66,A61F2/74,A61F2/76","",""
19709408,2015-01-20,US-8938152-B2,US,"G11B2220/2562,G11B27/105,G11B27/22,G11B27/30,G11B27/32,G11B27/329,G11B27/34,H04N5/85,H04N9/8205,H04N9/87","G11B20/10,G11B20/12,G11B27/00,G11B27/10,G11B27/22,G11B27/30,G11B27/32,G11B27/34,H04N5/83,H04N5/85,H04N5/91,H04N5/92,H04N9/80,H04N9/82,H04N9/87","",""
34886729,2015-01-06,US-8927699-B2,US,"A61K38/00,C07K14/43563,C12N9/1252,Y02A50/30","A61K38/00,C07H21/02,C07K14/435,C12N9/12","",""
35500648,2015-01-14,CY-1110092-T1,CY,"C07K14/7151,C07K19/00,C07K2319/30,C12N15/62,C12N2500/32,C12N2500/90,C12N2500/95,C12P21/00,C12P21/02","C07K14/715,C12N15/62,C12P21/02","",""
37441351,2015-01-20,CA-2647397-C,CA,E21B7/067,E21B7/06,"",""
39364521,2015-01-29,JP-2015019391-A,JP,"G09G2370/047,G09G2370/06,G09G2370/12,G09G5/006,H04B1/205,H04N21/4135,H04N21/42204,H04N21/426,H04N21/42646,H04N21/4334,H04N21/43615,H04N21/43632,H04N21/43635,H04N5/38,H04N5/44,H04N5/602,H04N5/775,H04N7/015,H04N7/163","H04N21/436,H04N5/44,H04N7/16","",""
39523691,2015-01-20,BR-PI0814170-A2,BR,"H01L31/02168,H01L31/022425,Y02E10/50","H01L31/0216,H01L31/0224","",""
40219258,2015-01-21,CN-102046337-B,CN,"B25J9/161,G05B19/4141,G05B19/4148,G05B2219/33212,G05B2219/40304,G06F11/1004,G06N3/008","B25J9/16,B62D57/02","",""
40225453,2015-01-14,CN-103140000-B,CN,"H05B41/2928,Y02B20/00","G03B21/14,G03B21/20,H05B41/292","",""
40229045,2015-01-22,JP-2015013215-A,JP,"A61B17/0482,A61B17/154,A61B17/6425,A61B17/68,A61B17/7028,A61B17/7044,A61B2017/567,A61F2/08,A61F2/0811,A61F2/3836,A61F2/3854,A61F2002/0823,A61F2002/0864,A61F2002/0888,Y10S623/914",A61F2/38,"",""
40259601,2015-01-06,BR-PI0814438-A2,BR,"H01M2300/0085,H01M4/42,H01M4/50,H01M4/52,H01M4/58,H01M4/62,Y02E60/10","C09K3/00,H01M4/62,H01M6/22","",""
41055503,2015-01-28,JP-5661485-B2,JP,"A61P11/00,A61P11/02,A61P11/04,A61P17/00,A61P25/00,A61P27/02,A61P27/06,A61P27/16,A61P29/00,A61P35/00,A61P35/02,A61P43/00,A61P9/00,C07D495/04,C07F9/6561","A61K31/444,A61K31/541,A61P11/00,A61P11/02,A61P17/00,A61P27/02,A61P27/16,A61P35/00,A61P35/02,A61P43/00,A61P9/00,C07D495/04","",""
41322150,2015-01-22,KR-101485600-B1,KR,"F28F1/124,F28F1/28,F28F1/32,F28F3/022,F28F3/046","F28F1/32,F28F3/02","",""
41381618,2015-01-13,CA-2741041-C,CA,"A61K31/4015,A61K47/32,A61K47/38,A61K9/16,A61K9/167,A61K9/50,A61K9/5026,A61K9/5078,A61P25/00,A61P25/06,A61P25/08,A61P25/14,A61P25/16,A61P29/00,C07D207/27","A61K31/4015,A61K9/50","",""
41691940,2015-01-09,KR-101480460-B1,KR,"A23B7/105,F25C5/046,F25C5/22,F25D23/12,F25D2323/023","F25D11/02,F25D25/00","",""
41692903,2015-01-07,CN-101737093-B,CN,"F01D11/00,F05D2240/40,F05D2240/56,F16J15/006,F16J15/3288",F01D11/00,"",""
41818363,2015-01-15,AU-2009298122-B2,AU,"A61K35/28,A61K38/164,A61K39/00,A61K39/001,A61K39/085,A61P31/00,A61P31/04,A61P37/06,Y02A50/30","A61K35/28,A61K38/16,A61K39/00,A61P37/06","",""
42117351,2015-01-30,KR-101486980-B1,KR,"G11C11/5642,G11C16/0483,G11C16/26,G11C16/3427","G11C16/32,G11C16/34","",""
42233295,2015-01-14,CN-104277205-A,CN,"C07C381/12,C07F5/027,C08G59/687,C08L63/00","C08G59/68,C08L63/00","",""
42395300,2015-01-08,DE-112009004382-B4,DE,"F02D41/006,F02D41/1441,F02D41/1454,F02D41/2454",F02D45/00,"",""
42587857,2015-01-28,CN-101795492-B,CN,"H04L1/0084,H04L1/1861,H04L5/001,H04L5/0055","H04L1/16,H04W72/04,H04W72/12","",""
42731311,2015-01-28,EP-2454748-B1,EP,"H01J2237/047,H01J23/30,H01J25/025,H01J37/04","H01J23/30,H01J25/02,H01J37/04","",""
42825565,2015-01-27,US-8941252-B1,US,"F03G6/001,G10K1/066,Y02E10/46,Y10S323/906","F02B63/04,F03G7/08","",""
43411369,2015-01-14,JP-5654589-B2,JP,"B23K26/03,B23K26/361,B29D2030/0635,B29D2030/0638,B29D30/0061,B29D30/0633,G01M1/34,G01M17/02,G01M17/024,G05B19/41875,G05B2219/32177,Y02P70/10",G01M17/02,"",""
43623476,2015-01-21,JP-5658254-B2,JP,"H01L21/02,H01L21/31144,H01L21/321,H10N70/066,H10N70/068,H10N70/20,H10N70/231,H10N70/826,H10N70/8825,H10N70/8828,H10N70/884","H01L21/318,H01L27/105,H01L45/00","",""
43759189,2015-01-06,US-8930201-B2,US,"G10L19/00,G10L19/022,G10L19/04,G10L19/167,G10L19/18,G11B20/00007,G11B20/10,G11B2020/00028,G11B2020/10546","G10L19/00,G10L19/022,G10L19/04,G10L19/16,G10L19/18,G11B20/00,G11B20/10","",""
44059519,2015-01-28,JP-5660047-B2,JP,"G02B27/0944,G02B5/3033,G02B5/32,G02B6/005,G02B6/0056,G02B6/2848,G02B6/4204,G03B21/2046,G03B21/28,G03H1/0248,G03H1/28,G03H2001/2276,G03H2222/31","F21S2/00,G02B5/30,G02B5/32,G02B6/00,G03B21/14,G03H1/22","",""
44061886,2015-01-07,JP-5648409-B2,JP,"H04N1/407,H04N1/409,H04N1/46,H04N1/58,H04N1/6072","G06T1/00,H04N1/40,H04N1/46,H04N1/60","",""
44505744,2015-01-06,US-8930147-B2,US,"A61B2560/0242,A61B2560/0412,A61B2560/0475,A61B2562/028,A61B2562/06,A61B5/0008,A61B5/01,A61B5/7221,A61B5/7246,A61B5/7282,A61B7/04,G01K1/024,G01K13/002,G01K13/20,G05B23/0221,G06F19/3412,G16H40/40","A61B5/00,G01K1/02,G01K13/00,G05B23/02,G06F19/00","",""
44675483,2015-01-07,CN-102386791-B,CN,"H02J2310/58,H02J3/14,H02J3/16,H02M7/219,H02M7/53876,Y02B70/3225,Y02E40/30,Y04S20/222","H02J3/12,H02M7/217","",""
44774829,2015-01-21,CN-102217928-B,CN,"",A61B5/00,"",""
45010554,2015-01-07,CN-102264168-B,CN,Y02B20/40,"F21S9/02,H05B37/02","",""
45033880,2015-01-13,US-8932532-B2,US,"B01J29/7007,B01J29/88,B01J35/56,C04B2103/0087,C04B2111/00793,C04B2111/0081,C04B2111/00818,C04B2235/3463,C04B2235/5409,C04B2235/6021,C04B28/005,C04B35/18,C04B38/0006",B01D50/00,"",""
45042459,2015-01-14,JP-5653065-B2,JP,"","G01S5/02,G01V15/00,G01V3/00,G06K17/00","",""
45319133,2015-01-29,US-2015026910-A1,US,"B60S1/3808,B60S1/3848,B60S1/3874,B60S1/3887,B60S1/3891,B60S1/3893",B60S1/38,"",""
45567960,2015-01-06,US-8929638-B2,US,"G01R33/4833,G01R33/4835,G01R33/565,G06T5/002,G06T5/70","G01R33/483,G01R33/565,G06K9/00,G06T5/00","",""
45598720,2015-01-14,JP-5652640-B2,JP,"","B41J29/42,B41J3/36","",""
45818417,2015-01-06,US-8926651-B2,US,"A61B17/132,A61B17/1322,A61B2017/00115,A61B2017/00132,A61B2019/464,A61B2090/064,A61B2090/0807,G01L5/047,G01L5/102","A61B17/00,A61B17/132,A61B19/00,G01L5/04,G01L5/10","",""
45820223,2015-01-28,CN-102380129-B,CN,"","A61L27/20,A61L27/48,A61L27/56,C08J9/28","",""
45898730,2015-01-14,JP-5652371-B2,JP,Y02A30/274,"F22B1/18,F22B3/00,F25B1/00,F25B27/00,F25B27/02,F25B7/00","",""
46146544,2015-01-15,AU-2013257004-A1,AU,"C02F1/285,C02F1/40,C02F1/681,C02F2101/32,C02F2103/007,C02F2103/08,E02B15/06,E02B15/101,Y02A20/204,Y10T428/2982","C02F1/68,C09K3/32,E02B15/04,E02B15/06,E02B15/10","",""
46198402,2015-01-27,KR-101486560-B1,KR,"G02B5/201,G03F7/0007,G03F7/027,G03F7/032","G02F1/1335,G03F7/027","",""
46215960,2015-01-21,CN-102503809-B,CN,"","C07C51/16,C07C51/275,C07C51/285,C07C59/21","",""
46415415,2015-01-28,CN-102570753-B,CN,"H02K21/046,H02K21/16,H02K21/22,H02K3/20,H02K3/28,Y02T10/64","H02K1/12,H02K1/27,H02K21/22,H02K3/46","",""
46415629,2015-01-21,CN-102571042-B,CN,"",H03K5/22,"",""
46528811,2015-01-07,CN-102611650-B,CN,"","H04L25/02,H04L27/26","",""
46621370,2015-01-06,US-8928823-B2,US,"G02B27/26,G02B30/25,G02F1/13306,G02F1/13363,G02F1/136209,G02F1/136286,G09G2300/023,G09G2300/0426,G09G2300/0452,G09G3/003,G09G3/3648,H04N13/324,H04N13/337","G02B30/25,G02F1/133,G02F1/1335,G02F1/1362","",""
46803308,2015-01-07,CN-102670295-B,CN,"",A61B17/70,"",""
46813273,2015-01-21,CN-102681081-B,CN,"G02B6/0038,G02B6/004,G02B6/0065","G02B6/00,G02F1/13357","",""
46838283,2015-01-07,JP-5648497-B2,JP,"","H02J3/32,H02J3/38,H02J7/35,H02M3/155,H02M7/48,H02M7/5387","",""
46976191,2015-01-28,JP-5659851-B2,JP,"","G01S3/802,G01S7/523","",""
46982465,2015-01-06,BR-102012024200-A2,BR,E02B17/003,"F03D11/00,F03D11/04,F03D9/00","",""
47082065,2015-01-21,JP-5655645-B2,JP,"","B41J2/01,B41M5/00,C09D11/00,C09D11/40","",""
47471889,2015-01-05,JP-2015500584-A,JP,"H04W72/52,H04W84/045","H04W16/02,H04W16/32,H04W72/54","",""
47627315,2015-01-01,US-2015005218-A1,US,"C11D3/044,C11D3/3788,C11D7/06,C11D7/268","C11D7/06,C11D7/26","",""
47678090,2015-01-14,CN-102956122-B,CN,"G09B5/06,G10L13/00",G09B5/04,"",""
47832835,2015-01-21,CN-104302222-A,CN,"A47L15/23,A47L15/4278",A47L15/23,"",""
47957712,2015-01-21,CN-103008289-B,CN,"","B08B5/04,F24F13/28","",""
47997594,2015-01-07,PE-20142106-A1,PE,"A01N25/08,A01N59/20,C03C2204/02,C03C8/18,C04B2111/2092,C04B41/009,C04B41/5022,C04B41/5023,C04B41/86","C03C8/00,C03C8/18","",""
48040436,2015-01-21,CN-104303502-A,CN,"H04N13/161,H04N19/139,H04N19/513,H04N19/52,H04N19/597","H04N19/139,H04N19/52,H04N19/597","",""
48107145,2015-01-27,US-8943342-B2,US,"G06F1/26,G06F1/3296,Y02B60/32,Y02D10/00,Y02D30/50","G06F1/26,G06F1/32","",""
48206626,2015-01-28,CN-103094219-B,CN,"H01L2224/45144,H01L2224/48091,H01L2224/48227,H01L2924/19107","H01L21/60,H01L21/98","",""
48237069,2015-01-28,EP-2828657-A1,EP,"A61B10/00,B29B15/08,B29C2035/0211,B29C35/0266,B29C53/582,B29C70/16,B29C70/384,B29K2101/10,B29K2105/243,G01N2333/7155,G01N2800/26,G01N2800/50,G01N33/53,G01N33/54306,G01N33/6893,G01N33/96","G01N33/53,G01N33/543,G01N33/68,G01N33/96","",""
48307059,2015-01-14,CN-103098598-B,CN,"","A01C11/02,F16H37/12,F16H57/028","",""
48430764,2015-01-23,KR-20150008875-A,KR,"B01J19/00,C07C2603/18,C07C269/06,C07C271/22,C07C271/34,C07K5/06017,Y02P20/55","B01J19/00,C07C271/34,C07K5/062","",""
48468294,2015-01-07,CN-104271180-A,CN,"A61M2207/00,A61M39/105,A61M5/19,A61M5/3294,A61M5/3295,A61M5/343,A61M5/345",A61M5/19,"",""
48608690,2015-01-05,JP-2015500390-A,JP,"C10G2300/1011,C10G2300/4006,C10G2300/4081,C10G3/42,C10G3/45,C10G3/50,Y02E50/10,Y02P30/20",C10G45/04,"",""
48612280,2015-01-14,JP-5653537-B2,JP,"B60T13/748,B60T2270/406,B60T8/885,B66B5/0037,F16D2121/14,F16D2121/22,F16D49/00,F16D65/18,F16D66/00","B66B11/08,F16D49/00,F16D65/22,F16D66/00","",""
48632069,2015-01-21,CN-103171773-B,CN,"",B64F5/40,"",""
48654630,2015-01-27,US-8942512-B2,US,"G06T3/0068,G06T3/14,G06T7/0036,G06T7/37","G06K9/32,G06T3/00,G06T7/00","",""
48700687,2015-01-14,CN-104284639-A,CN,"A61B1/018,A61B1/06,A61B17/064,A61B17/0682,A61B17/08,A61B17/10,A61B2017/003,A61B2017/00455,A61B2017/2905,A61B2017/2923,A61B2017/2946,A61B2090/08021,A61B2090/0807,A61B2090/309,A61B2090/3614,A61B2090/373,A61F2/0063","A61B17/068,A61B19/00,A61F2/00","",""
48882724,2015-01-07,CN-103234673-B,CN,"","B81B7/00,G01L1/24","",""
48906463,2015-01-22,AU-2013273115-A1,AU,"A61K2039/505,A61K39/3955,A61K45/06,A61P1/04,A61P1/18,A61P11/02,A61P11/14,A61P13/12,A61P15/00,A61P17/00,A61P17/04,A61P17/06,A61P19/00,A61P19/02,A61P19/06,A61P25/00,A61P25/04,A61P25/06,A61P25/28,A61P25/32,A61P27/02,A61P29/00,A61P3/10,A61P31/12,A61P31/18,A61P35/00,A61P35/04,A61P37/02,A61P37/08,A61P9/00,C07K16/2863,C07K16/40,C07K2317/24,C07K2317/52,C07K2317/53,C07K2317/56,C07K2317/565,C07K2317/76,C07K2317/92,C07K2317/94","A61K39/395,A61P29/00,C07K16/28","",""
48984725,2015-01-22,US-2015024037-A1,US,"A61K2039/55516,A61K2039/55555,A61K2039/55572,A61K2039/6018,A61K2039/627,A61K39/001169,A61K39/00117,A61K39/001172,A61K39/0012,A61K39/39,A61K47/48046,A61K47/543,A61K47/6925,A61K9/0019,A61K9/127,C07C323/60,C07K14/4727,C07K14/705,C07K16/1275,C07K16/3092,C07K2317/34,C07K7/06,C07K7/08","A61K39/00,A61K47/48,A61K9/127,C07C323/60,C07K14/47,C07K14/705,C07K7/06,C07K7/08","",""
49008762,2015-01-07,CN-103265082-B,CN,"",C01G45/02,"",""
49116027,2015-01-14,EP-2823408-A1,EP,"G06F16/3349,G06F16/90332,G06F16/93,G06F16/955",G06F17/30,"",""
49223022,2015-01-28,EP-2830361-A1,EP,"H04W12/08,H04W48/06,H04W48/08,H04W48/10,H04W48/20","H04W12/08,H04W48/06,H04W48/08,H04W48/10","",""
49239488,2015-01-28,CN-103331246-B,CN,"","B05D5/06,B05D7/08,C09D175/04","",""
49299968,2015-01-08,KR-20150003238-A,KR,"A47L1/02,A47L2201/00,G08C19/00","A47L1/02,G08C23/04","",""
49325050,2015-01-08,KR-20150003320-A,KR,"H03M7/40,H03M7/4018,H04N19/102,H04N19/129,H04N19/13,H04N19/167,H04N19/176,H04N19/18,H04N19/60,H04N19/70","H04N19/13,H04N19/70","",""
